Year,State,Category,Total,Average,Count
2013,FL,Taxes,144000,8000.0,18
2013,GA,Auto & Home,1318900,7897.60479042,167
2013,GA,Business,744228,12003.6774194,62
2013,GA,Debt,9610772,11306.7905882,850
2013,GA,Medical & Personal,303676,6901.72727273,44
2013,GA,Other/NA,736366,8273.7752809,89
2013,GA,Taxes,137888,8111.05882353,17
2013,HI,Auto & Home,169000,7347.82608696,23
2013,HI,Business,110000,13750.0,8
2013,HI,Debt,1294680,11161.0344828,116
2013,HI,Medical & Personal,52500,7500.0,7
2013,HI,Other/NA,79000,7181.81818182,11
2013,HI,Taxes,18500,6166.66666667,3
2013,ID,Auto & Home,68500,7611.11111111,9
2013,ID,Business,61500,10250.0,6
2013,ID,Debt,1287879,10140.7795276,127
2013,ID,Medical & Personal,30500,7625.0,4
2013,ID,Other/NA,108500,9041.66666667,12
2013,IL,Auto & Home,1395300,8018.96551724,174
2013,IL,Business,752080,11060.0,68
2013,IL,Debt,14769083,11834.2011218,1248
2013,IL,Medical & Personal,496936,6807.34246575,73
2013,IL,Other/NA,988451,8237.09166667,120
2013,IL,Taxes,107200,7657.14285714,14
2013,IN,Auto & Home,543037,8105.02985075,67
2013,IN,Business,130200,7233.33333333,18
2013,IN,Debt,5124780,10834.6300211,473
2013,IN,Medical & Personal,138800,6609.52380952,21
2013,IN,Other/NA,454000,9265.30612245,49
2013,IN,Taxes,44500,8900.0,5
2013,KS,Auto & Home,220784,7885.14285714,28
2013,KS,Business,161900,8994.44444444,18
2013,KS,Debt,3178550,11474.9097473,277
2013,KS,Medical & Personal,70000,6363.63636364,11
2013,KS,Other/NA,143000,7150.0,20
2013,KS,Taxes,5000,2500.0,2
2013,KY,Auto & Home,266417,6497.97560976,41
2013,KY,Business,80000,10000.0,8
2013,KY,Debt,3019591,10901.0505415,277
2013,KY,Medical & Personal,77250,5942.30769231,13
2013,KY,Other/NA,164000,8200.0,20
2013,KY,Taxes,15000,15000.0,1
2013,LA,Auto & Home,152500,5865.38461538,26
2013,LA,Business,138500,11541.6666667,12
2013,LA,Debt,2778765,11159.6987952,249
2013,LA,Medical & Personal,77000,6416.66666667,12
2013,LA,Other/NA,271397,8481.15625,32
2013,LA,Taxes,39000,9750.0,4
2013,MA,Auto & Home,708846,8751.18518519,81
2013,MA,Business,308200,10627.5862069,29
2013,MA,Debt,6701919,12252.1371115,547
2013,MA,Medical & Personal,230004,9200.16,25
2013,MA,Other/NA,827086,10086.4146341,82
2013,MA,Taxes,63500,10583.3333333,6
2013,MD,Auto & Home,735318,7822.53191489,94
2013,MD,Business,422300,15082.1428571,28
2013,MD,Debt,7264298,12168.0033501,597
2013,MD,Medical & Personal,296800,8480.0,35
2013,MD,Other/NA,696416,8097.86046512,86
2013,MD,Taxes,129700,9264.28571429,14
2013,MI,Auto & Home,1030300,7631.85185185,135
2013,MI,Business,294380,10513.5714286,28
2013,MI,Debt,8133634,10361.3171975,785
2013,MI,Medical & Personal,153500,6395.83333333,24
2013,MI,Other/NA,608899,7248.79761905,84
2013,MI,Taxes,40500,6750.0,6
2013,MN,Auto & Home,739840,8807.61904762,84
2013,MN,Business,198700,7642.30769231,26
2013,MN,Debt,5187761,10608.9182004,489
2013,MN,Medical & Personal,117991,5618.61904762,21
2013,MN,Other/NA,302125,6567.93478261,46
2013,MN,Taxes,41000,5857.14285714,7
2013,MO,Auto & Home,386212,6545.96610169,59
2013,MO,Business,338500,10257.5757576,33
2013,MO,Debt,5281071,10436.8992095,506
2013,MO,Medical & Personal,158900,9931.25,16
2013,MO,Other/NA,305000,7820.51282051,39
2013,MO,Taxes,34000,4250.0,8
2013,MS,Auto & Home,277700,7505.40540541,37
2013,MS,Business,65000,13000.0,5
2013,MS,Debt,2267091,10693.8254717,212
2013,MS,Medical & Personal,50750,5075.0,10
2013,MS,Other/NA,171300,7786.36363636,22
2013,MS,Taxes,33186,11062.0,3
2013,MT,Auto & Home,71500,7150.0,10
2013,MT,Business,41000,10250.0,4
2013,MT,Debt,750700,10009.3333333,75
2013,MT,Medical & Personal,21500,10750.0,2
2013,MT,Other/NA,42000,8400.0,5
2013,NC,Auto & Home,635875,7754.57317073,82
2013,NC,Business,307157,9908.29032258,31
2013,NC,Debt,6951751,10645.8667688,653
2013,NC,Medical & Personal,199400,6432.25806452,31
2013,NC,Other/NA,504350,6815.54054054,74
2013,NC,Taxes,129420,10785.0,12
2013,NE,Auto & Home,259323,8365.25806452,31
2013,NE,Business,113000,11300.0,10
2013,NE,Debt,1780202,10231.045977,174
2013,NE,Medical & Personal,39000,4875.0,8
2013,NE,Other/NA,75000,8333.33333333,9
2013,NE,Taxes,16000,5333.33333333,3
2013,NH,Auto & Home,110500,7366.66666667,15
2013,NH,Business,122000,15250.0,8
2013,NH,Debt,1586333,11664.2132353,136
2013,NH,Medical & Personal,71500,7150.0,10
2013,NH,Other/NA,104500,6531.25,16
2013,NJ,Auto & Home,991160,9263.17757009,107
2013,NJ,Business,490200,11671.4285714,42
2013,NJ,Debt,11028721,12350.1914894,893
2013,NJ,Medical & Personal,393300,7563.46153846,52
2013,NJ,Other/NA,659751,7761.77647059,85
2013,NJ,Taxes,92000,13142.8571429,7
2013,NM,Auto & Home,126000,12600.0,10
2013,NM,Business,106999,11888.7777778,9
2013,NM,Debt,1222400,12102.970297,101
2013,NM,Medical & Personal,18000,6000.0,3
2013,NM,Other/NA,24500,4900.0,5
2013,NV,Auto & Home,310250,7955.12820513,39
2013,NV,Business,128500,8566.66666667,15
2013,NV,Debt,4123572,10794.6910995,382
2013,NV,Medical & Personal,85000,5666.66666667,15
2013,NV,Other/NA,250992,8964.0,28
2013,NV,Taxes,32000,8000.0,4
2013,NY,Auto & Home,2233289,8364.37827715,267
2013,NY,Business,1238178,11680.9245283,106
2013,NY,Debt,19171928,11357.7772512,1688
2013,NY,Medical & Personal,892500,8419.81132075,106
2013,NY,Other/NA,2283037,8124.68683274,281
2013,NY,Taxes,159200,7580.95238095,21
2013,OH,Auto & Home,1113953,8503.45801527,131
2013,OH,Business,585492,11480.2352941,51
2013,OH,Debt,10772569,10561.3421569,1020
2013,OH,Medical & Personal,222700,6362.85714286,35
2013,OH,Other/NA,870250,6906.74603175,126
2013,OH,Taxes,82500,6875.0,12
2013,OK,Auto & Home,157800,6860.86956522,23
2013,OK,Business,158000,12153.8461538,13
2013,OK,Debt,2278203,11167.6617647,204
2013,OK,Medical & Personal,112000,7000.0,16
2013,OK,Other/NA,176050,6771.15384615,26
2013,OK,Taxes,29500,9833.33333333,3
2013,OR,Auto & Home,247803,7288.32352941,34
2013,OR,Business,251500,10479.1666667,24
2013,OR,Debt,4062371,10804.1781915,376
2013,OR,Medical & Personal,76461,5097.4,15
2013,OR,Other/NA,125800,5990.47619048,21
2013,OR,Taxes,20400,6800.0,3
2013,PA,Auto & Home,889940,8395.66037736,106
2013,PA,Business,422821,12435.9117647,34
2013,PA,Debt,8869400,11086.75,800
2013,PA,Medical & Personal,309119,6308.55102041,49
2013,PA,Other/NA,721200,7591.57894737,95
2013,PA,Taxes,127200,6694.73684211,19
2013,RI,Auto & Home,221500,9229.16666667,24
2013,RI,Business,63000,12600.0,5
2013,RI,Debt,1406042,11159.0634921,126
2013,RI,Medical & Personal,15000,3750.0,4
2013,RI,Other/NA,127100,6355.0,20
2013,RI,Taxes,26000,13000.0,2
2013,SC,Auto & Home,350000,8333.33333333,42
2013,SC,Business,112499,9374.91666667,12
2013,SC,Debt,3219619,10696.4086379,301
2013,SC,Medical & Personal,122000,6777.77777778,18
2013,SC,Other/NA,230901,7962.10344828,29
2013,SC,Taxes,76400,15280.0,5
2013,SD,Auto & Home,54500,6812.5,8
2013,SD,Debt,512200,9312.72727273,55
2013,SD,Medical & Personal,15500,7750.0,2
2013,SD,Other/NA,9000,4500.0,2
2013,SD,Taxes,10000,10000.0,1
2013,TN,Auto & Home,510401,7505.89705882,68
2013,TN,Business,271500,10860.0,25
2013,TN,Debt,4349570,10557.2087379,412
2013,TN,Medical & Personal,96700,6446.66666667,15
2013,TN,Other/NA,237545,6251.18421053,38
2013,TN,Taxes,19000,4750.0,4
2013,TX,Auto & Home,1959759,8520.69130435,230
2013,TX,Business,1140974,12677.4888889,90
2013,TX,Debt,22455833,11995.6372863,1872
2013,TX,Medical & Personal,557100,6477.90697674,86
2013,TX,Other/NA,1463497,8459.52023121,173
2013,TX,Taxes,196000,8166.66666667,24
2013,UT,Auto & Home,207940,12231.7647059,17
2013,UT,Business,141500,12863.6363636,11
2013,UT,Debt,1595760,11081.6666667,144
2013,UT,Medical & Personal,55000,7857.14285714,7
2013,UT,Other/NA,85000,9444.44444444,9
2013,UT,Taxes,12300,6150.0,2
2013,VA,Auto & Home,956600,8696.36363636,110
2013,VA,Business,424500,11472.972973,37
2013,VA,Debt,9517347,12062.5437262,789
2013,VA,Medical & Personal,258104,6002.41860465,43
2013,VA,Other/NA,673160,7316.95652174,92
2013,VA,Taxes,99380,9938.0,10
2013,VT,Auto & Home,109000,9909.09090909,11
2013,VT,Debt,624800,10961.4035088,57
2013,VT,Medical & Personal,18000,6000.0,3
2013,VT,Other/NA,47500,4750.0,10
2013,VT,Taxes,5600,5600.0,1
2013,WA,Auto & Home,580000,8656.71641791,67
2013,WA,Business,396500,10716.2162162,37
2013,WA,Debt,6765948,11448.3045685,591
2013,WA,Medical & Personal,146193,6645.13636364,22
2013,WA,Other/NA,479800,8417.54385965,57
2013,WA,Taxes,50835,6354.375,8
2013,WI,Auto & Home,446550,7442.5,60
2013,WI,Business,222500,12361.1111111,18
2013,WI,Debt,5360095,10961.3394683,489
2013,WI,Medical & Personal,123608,6505.68421053,19
2013,WI,Other/NA,288000,7783.78378378,37
2013,WI,Taxes,61000,10166.6666667,6
2013,WV,Auto & Home,129000,7166.66666667,18
2013,WV,Business,9000,9000.0,1
2013,WV,Debt,1098361,10874.8613861,101
2013,WV,Medical & Personal,37400,4675.0,8
2013,WV,Other/NA,58000,7250.0,8
2013,WV,Taxes,57000,14250.0,4
2013,WY,Auto & Home,59736,7467.0,8
2013,WY,Business,21750,7250.0,3
2013,WY,Debt,465900,9912.76595745,47
2013,WY,Other/NA,44000,8800.0,5
2013,WY,Taxes,9000,9000.0,1
2014,AK,Auto & Home,15000,15000.0,1
2014,AK,Debt,402140,15466.9230769,26
2014,AK,Other/NA,19500,9750.0,2
2014,AL,Auto & Home,83000,7545.45454545,11
2014,AL,Business,34000,11333.3333333,3
2014,AL,Debt,1514642,12622.0166667,120
2014,AL,Medical & Personal,14500,7250.0,2
2014,AL,Other/NA,139500,9300.0,15
2014,AL,Taxes,2000,2000.0,1
2014,AR,Auto & Home,89250,6865.38461538,13
2014,AR,Business,30000,15000.0,2
2014,AR,Debt,1055875,11603.021978,91
2014,AR,Medical & Personal,67500,9642.85714286,7
2014,AR,Other/NA,77000,7000.0,11
2014,AR,Taxes,20000,10000.0,2
2014,AZ,Auto & Home,110700,7380.0,15
2014,AZ,Business,101000,12625.0,8
2014,AZ,Debt,2084758,12120.6860465,172
2014,AZ,Medical & Personal,131000,14555.5555556,9
2014,AZ,Other/NA,141000,7833.33333333,18
2014,AZ,Taxes,12500,6250.0,2
2014,CA,Auto & Home,987000,11750.0,84
2014,CA,Business,555300,11814.893617,47
2014,CA,Debt,16316955,12888.5900474,1266
2014,CA,Medical & Personal,382850,7657.0,50
2014,CA,Other/NA,1680085,11053.1907895,152
2014,CA,Taxes,138000,9200.0,15
2014,CO,Auto & Home,132600,12054.5454545,11
2014,CO,Business,227000,10318.1818182,22
2014,CO,Debt,2445593,12351.479798,198
2014,CO,Medical & Personal,24500,6125.0,4
2014,CO,Other/NA,171000,9500.0,18
2014,CO,Taxes,34000,11333.3333333,3
2014,CT,Auto & Home,174000,7909.09090909,22
2014,CT,Business,40000,20000.0,2
2014,CT,Debt,1981100,13569.1780822,146
2014,CT,Medical & Personal,57500,9583.33333333,6
2014,CT,Other/NA,224000,8615.38461538,26
2014,CT,Taxes,41000,10250.0,4
2014,DC,Auto & Home,73000,18250.0,4
2014,DC,Business,17000,8500.0,2
2014,DC,Debt,399872,14281.1428571,28
2014,DC,Medical & Personal,8000,8000.0,1
2014,DC,Other/NA,40000,13333.3333333,3
2014,DC,Taxes,35000,35000.0,1
2014,DE,Auto & Home,18500,6166.66666667,3
2014,DE,Business,15000,15000.0,1
2014,DE,Debt,484750,12118.75,40
2014,DE,Medical & Personal,4000,4000.0,1
2014,DE,Other/NA,43690,8738.0,5
2014,DE,Taxes,2870,2870.0,1
2014,FL,Auto & Home,709500,11443.5483871,62
2014,FL,Business,385900,11350.0,34
2014,FL,Debt,6056887,11342.4850187,534
2014,FL,Medical & Personal,179700,6655.55555556,27
2014,FL,Other/NA,748053,9350.6625,80
2014,FL,Taxes,23500,7833.33333333,3
2014,GA,Auto & Home,166625,8331.25,20
2014,GA,Business,248200,12410.0,20
2014,GA,Debt,4417150,12620.4285714,350
2014,GA,Medical & Personal,60500,8642.85714286,7
2014,GA,Other/NA,414350,10903.9473684,38
2014,GA,Taxes,11500,5750.0,2
2014,HI,Auto & Home,32500,6500.0,5
2014,HI,Business,2000,2000.0,1
2014,HI,Debt,521200,13715.7894737,38
2014,HI,Medical & Personal,36000,9000.0,4
2014,HI,Other/NA,48000,12000.0,4
2014,ID,Auto & Home,50500,10100.0,5
2014,ID,Business,6000,6000.0,1
2014,ID,Debt,655800,10930.0,60
2014,ID,Other/NA,21500,10750.0,2
2014,IL,Auto & Home,297900,9930.0,30
2014,IL,Business,163500,11678.5714286,14
2014,IL,Debt,5833933,12878.4392936,453
2014,IL,Medical & Personal,91000,7000.0,13
2014,IL,Other/NA,351690,9255.0,38
2014,IL,Taxes,16000,4000.0,4
2014,IN,Auto & Home,136200,10476.9230769,13
2014,IN,Business,33500,6700.0,5
2014,IN,Debt,2047300,11248.9010989,182
2014,IN,Medical & Personal,11900,3966.66666667,3
2014,IN,Other/NA,182000,12133.3333333,15
2014,IN,Taxes,4000,4000.0,1
2014,KS,Auto & Home,25000,25000.0,1
2014,KS,Business,46000,11500.0,4
2014,KS,Debt,1325985,11839.1517857,112
2014,KS,Medical & Personal,25500,12750.0,2
2014,KS,Other/NA,111500,9291.66666667,12
2014,KY,Auto & Home,103300,9390.90909091,11
2014,KY,Business,22000,11000.0,2
2014,KY,Debt,1130958,11423.8181818,99
2014,KY,Other/NA,47000,11750.0,4
2014,LA,Auto & Home,3100,3100.0,1
2014,LA,Business,21500,10750.0,2
2014,LA,Debt,1313258,12273.4392523,107
2014,LA,Medical & Personal,5000,5000.0,1
2014,LA,Other/NA,50898,5089.8,10
2014,LA,Taxes,11500,11500.0,1
2014,MA,Auto & Home,235751,10250.0434783,23
2014,MA,Business,149000,16555.5555556,9
2014,MA,Debt,2814492,13030.0555556,216
2014,MA,Medical & Personal,129010,12901.0,10
2014,MA,Other/NA,340848,13109.5384615,26
2014,MA,Taxes,15000,15000.0,1
2014,MD,Auto & Home,116000,8285.71428571,14
2014,MD,Business,127000,14111.1111111,9
2014,MD,Debt,3275874,13706.5857741,239
2014,MD,Medical & Personal,8000,4000.0,2
2014,MD,Other/NA,272450,10898.0,25
2014,MD,Taxes,57000,11400.0,5
2014,MI,Auto & Home,362746,10669.0,34
2014,MI,Business,187500,18750.0,10
2014,MI,Debt,3293186,10589.022508,311
2014,MI,Medical & Personal,115000,10454.5454545,11
2014,MI,Other/NA,212550,8175.0,26
2014,MI,Taxes,32500,5416.66666667,6
2014,MN,Auto & Home,170400,11360.0,15
2014,MN,Business,31000,6200.0,5
2014,MN,Debt,2316134,12063.1979167,192
2014,MN,Medical & Personal,59000,8428.57142857,7
2014,MN,Other/NA,197600,8591.30434783,23
2014,MN,Taxes,7700,3850.0,2
2014,MO,Auto & Home,83000,8300.0,10
2014,MO,Business,94000,10444.4444444,9
2014,MO,Debt,2027184,11583.9085714,175
2014,MO,Medical & Personal,26300,4383.33333333,6
2014,MO,Other/NA,239000,9958.33333333,24
2014,MO,Taxes,13000,13000.0,1
2014,MS,Auto & Home,25000,8333.33333333,3
2014,MS,Business,25000,12500.0,2
2014,MS,Debt,1011156,12037.5714286,84
2014,MS,Medical & Personal,13000,6500.0,2
2014,MS,Other/NA,41500,10375.0,4
2014,MS,Taxes,15000,15000.0,1
2014,MT,Auto & Home,20000,20000.0,1
2014,MT,Debt,236792,10295.3043478,23
2014,MT,Medical & Personal,25000,12500.0,2
2014,MT,Other/NA,8000,8000.0,1
2014,NC,Auto & Home,265452,9153.51724138,29
2014,NC,Business,165500,13791.6666667,12
2014,NC,Debt,3118599,12625.9068826,247
2014,NC,Medical & Personal,32900,5483.33333333,6
2014,NC,Other/NA,250084,10003.36,25
2014,NC,Taxes,16900,16900.0,1
2014,NE,Auto & Home,54000,10800.0,5
2014,NE,Business,45000,15000.0,3
2014,NE,Debt,959692,11424.9047619,84
2014,NE,Medical & Personal,5500,2750.0,2
2014,NE,Other/NA,36700,7340.0,5
2014,NE,Taxes,23000,11500.0,2
2014,NH,Auto & Home,40500,6750.0,6
2014,NH,Business,3000,3000.0,1
2014,NH,Debt,771100,13069.4915254,59
2014,NH,Other/NA,70000,10000.0,7
2014,NH,Taxes,25000,25000.0,1
2014,NJ,Auto & Home,306050,11771.1538462,26
2014,NJ,Business,128500,12850.0,10
2014,NJ,Debt,4187919,13686.0098039,306
2014,NJ,Medical & Personal,108000,7200.0,15
2014,NJ,Other/NA,398100,10476.3157895,38
2014,NJ,Taxes,100200,14314.2857143,7
2014,NM,Auto & Home,15500,7750.0,2
2014,NM,Business,21000,10500.0,2
2014,NM,Debt,780475,13007.9166667,60
2014,NM,Medical & Personal,2000,2000.0,1
2014,NM,Other/NA,47100,11775.0,4
2014,NV,Auto & Home,55000,9166.66666667,6
2014,NV,Business,20000,10000.0,2
2014,NV,Debt,1584716,11567.270073,137
2014,NV,Medical & Personal,74600,8288.88888889,9
2014,NV,Other/NA,98900,16483.3333333,6
2014,NV,Taxes,5000,5000.0,1
2014,NY,Auto & Home,416750,8682.29166667,48
2014,NY,Business,252000,11454.5454545,22
2014,NY,Debt,8069327,12097.9415292,667
2014,NY,Medical & Personal,246000,9840.0,25
2014,NY,Other/NA,794500,8635.86956522,92
2014,NY,Taxes,27000,6750.0,4
2014,OH,Auto & Home,220100,8465.38461538,26
2014,OH,Business,108000,10800.0,10
2014,OH,Debt,4869317,11993.3916256,406
2014,OH,Medical & Personal,80200,5728.57142857,14
2014,OH,Other/NA,428200,8738.7755102,49
2014,OH,Taxes,30000,7500.0,4
2014,OK,Auto & Home,64250,7138.88888889,9
2014,OK,Business,19000,9500.0,2
2014,OK,Debt,1169144,12571.4408602,93
2014,OK,Medical & Personal,15000,5000.0,3
2014,OK,Other/NA,72000,8000.0,9
2014,OR,Auto & Home,149500,13590.9090909,11
2014,OR,Business,59000,11800.0,5
2014,OR,Debt,1254321,10629.8389831,118
2014,OR,Medical & Personal,19300,6433.33333333,3
2014,OR,Other/NA,96700,12087.5,8
2014,PA,Auto & Home,243600,11072.7272727,22
2014,PA,Business,73000,10428.5714286,7
2014,PA,Debt,3882871,12021.2724458,323
2014,PA,Medical & Personal,52600,8766.66666667,6
2014,PA,Other/NA,376700,11771.875,32
2014,PA,Taxes,31000,15500.0,2
2014,RI,Auto & Home,15500,5166.66666667,3
2014,RI,Debt,651465,13029.3,50
2014,RI,Other/NA,20100,6700.0,3
2014,SC,Auto & Home,56000,7000.0,8
2014,SC,Business,30000,10000.0,3
2014,SC,Debt,1280662,11968.8037383,107
2014,SC,Other/NA,18000,6000.0,3
2014,SC,Taxes,30000,15000.0,2
2014,SD,Business,25000,12500.0,2
2014,SD,Debt,227129,10815.6666667,21
2014,SD,Other/NA,14500,7250.0,2
2014,TN,Auto & Home,105400,8107.69230769,13
2014,TN,Business,67000,13400.0,5
2014,TN,Debt,1898504,11791.9503106,161
2014,TN,Medical & Personal,68500,13700.0,5
2014,TN,Other/NA,143900,8464.70588235,17
2014,TN,Taxes,15000,15000.0,1
2014,TX,Auto & Home,649499,10647.5245902,61
2014,TX,Business,236000,12421.0526316,19
2014,TX,Debt,9303995,13310.4363376,699
2014,TX,Medical & Personal,231350,8568.51851852,27
2014,TX,Other/NA,731900,10165.2777778,72
2014,TX,Taxes,60500,15125.0,4
2014,UT,Auto & Home,14000,7000.0,2
2014,UT,Business,25000,12500.0,2
2014,UT,Debt,861000,12850.7462687,67
2014,UT,Medical & Personal,32950,10983.3333333,3
2014,VA,Auto & Home,212500,13281.25,16
2014,VA,Business,163000,13583.3333333,12
2014,VA,Debt,3885722,12698.4379085,306
2014,VA,Medical & Personal,105000,11666.6666667,9
2014,VA,Other/NA,310500,10706.8965517,29
2014,VA,Taxes,65250,13050.0,5
2014,VT,Auto & Home,17400,8700.0,2
2014,VT,Business,35000,11666.6666667,3
2014,VT,Debt,255458,11106.8695652,23
2014,VT,Medical & Personal,4000,4000.0,1
2014,VT,Other/NA,10000,10000.0,1
2014,WA,Auto & Home,171500,9026.31578947,19
2014,WA,Business,100000,11111.1111111,9
2014,WA,Debt,2885300,12544.7826087,230
2014,WA,Medical & Personal,75800,8422.22222222,9
2014,WA,Other/NA,334300,12381.4814815,27
2014,WI,Auto & Home,65000,8125.0,8
2014,WI,Business,49500,12375.0,4
2014,WI,Debt,2111626,12421.3294118,170
2014,WI,Medical & Personal,32000,6400.0,5
2014,WI,Other/NA,171000,9500.0,18
2014,WI,Taxes,16000,8000.0,2
2014,WV,Auto & Home,84000,21000.0,4
2014,WV,Business,18000,6000.0,3
2014,WV,Debt,329969,10998.9666667,30
2014,WY,Auto & Home,20000,20000.0,1
2014,WY,Debt,182000,14000.0,13
2014,WY,Medical & Personal,3000,3000.0,1
